CustomerID,gender,Senior Citizen,Partner,Dependents,tenure,PhoneService,MultpleLines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn,customerID,SeniorCitizen,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
6680-WKXRZ,Female,0.0,0,0,3,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,0.0,Bank transfer (automatic),74.4000015258789,215.800003051758,1.0,,,,,,,,,,,,,,
6231-WFGFH,Male,0.0,1,1,4,1,0.0,No,,,,,,,Month-to-month,1.0,Mailed check,20.5,77.5999984741211,0.0,,,,,,,,,,,,,,
9904-EHEVJ,Female,1.0,1,1,32,1,1.0,Fiber optic,0.0,0.0,1.0,0.0,1.0,0.0,Month-to-month,1.0,Mailed check,91.3499984741211,2896.55004882813,0.0,,,,,,,,,,,,,,
7028-DVOIQ,Male,1.0,0,0,35,1,1.0,Fiber optic,0.0,0.0,1.0,0.0,1.0,1.0,Month-to-month,1.0,Electronic check,99.0500030517578,3395.80004882813,1.0,,,,,,,,,,,,,,
6169-PPETC,Male,0.0,1,1,35,1,0.0,No,,,,,,,Two year,0.0,Bank transfer (automatic),20.5,759.349975585938,0.0,,,,,,,,,,,,,,
4208-UFFGW,Male,1.0,0,0,2,1,0.0,DSL,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,0.0,Mailed check,44.9500007629395,85.1500015258789,1.0,,,,,,,,,,,,,,
8584-KMVXD,Female,0.0,0,0,8,1,0.0,Fiber optic,0.0,1.0,0.0,0.0,0.0,0.0,Month-to-month,0.0,Electronic check,75.5999984741211,535.549987792969,0.0,,,,,,,,,,,,,,
8467-WYNSR,Male,0.0,0,0,22,1,0.0,DSL,1.0,0.0,0.0,1.0,0.0,0.0,Month-to-month,0.0,Mailed check,55.0999984741211,1253.15002441406,0.0,,,,,,,,,,,,,,
0851-DFJKB,Female,0.0,0,0,15,1,0.0,DSL,1.0,0.0,1.0,1.0,0.0,0.0,Month-to-month,0.0,Electronic check,58.9500007629395,955.150024414063,0.0,,,,,,,,,,,,,,
5382-SOYZL,Male,0.0,0,0,22,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,1.0,1.0,Month-to-month,1.0,Electronic check,95.0999984741211,2162.60009765625,0.0,,,,,,,,,,,,,,
9448-REEVD,Male,0.0,1,0,1,1,0.0,DSL,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,0.0,Credit card (automatic),44.7000007629395,44.7000007629395,1.0,,,,,,,,,,,,,,
3261-CQXOL,Female,0.0,1,1,71,1,1.0,No,,,,,,,Two year,0.0,Bank transfer (automatic),25.4500007629395,1813.34997558594,0.0,,,,,,,,,,,,,,
8388-FYNPZ,Male,0.0,0,0,4,1,0.0,DSL,1.0,0.0,1.0,0.0,0.0,0.0,Month-to-month,0.0,Electronic check,56.75,245.149993896484,0.0,,,,,,,,,,,,,,
4002-BQWPQ,Male,0.0,0,0,25,1,1.0,DSL,1.0,1.0,1.0,1.0,0.0,1.0,Month-to-month,0.0,Bank transfer (automatic),81.75,2028.80004882813,0.0,,,,,,,,,,,,,,
5651-YLPRD,Female,0.0,1,1,32,1,0.0,Fiber optic,0.0,1.0,0.0,0.0,1.0,0.0,Month-to-month,1.0,Electronic check,86.0999984741211,2723.75,0.0,,,,,,,,,,,,,,
2826-DXLQO,Male,1.0,1,0,7,0,,DSL,1.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,0.0,Bank transfer (automatic),29.7999992370605,220.449996948242,0.0,,,,,,,,,,,,,,
4378-BZYFP,Male,0.0,0,0,17,1,0.0,No,,,,,,,One year,1.0,Mailed check,20.5,365.799987792969,0.0,,,,,,,,,,,,,,
9489-UTFKA,Male,1.0,1,0,8,1,0.0,DSL,1.0,0.0,0.0,0.0,1.0,0.0,Month-to-month,0.0,Bank transfer (automatic),60.9000015258789,551.950012207031,0.0,,,,,,,,,,,,,,
4849-PYRLQ,Female,1.0,0,0,56,1,1.0,DSL,1.0,0.0,1.0,1.0,0.0,1.0,Two year,0.0,Bank transfer (automatic),73.25,4054.19995117188,0.0,,,,,,,,,,,,,,
9117-SHLZX,Male,0.0,0,0,1,1,0.0,DSL,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,1.0,Mailed check,45.7000007629395,45.7000007629395,1.0,,,,,,,,,,,,,,
9889-TMAHG,Male,1.0,0,0,8,1,0.0,Fiber optic,1.0,0.0,0.0,1.0,1.0,1.0,Month-to-month,0.0,Credit card (automatic),100.300003051758,832.349975585938,1.0,,,,,,,,,,,,,,
4541-RMRLG,Male,0.0,0,0,7,1,0.0,No,,,,,,,Month-to-month,0.0,Electronic check,19.25,112.300003051758,1.0,,,,,,,,,,,,,,
7764-BDPEE,Male,0.0,0,1,3,1,0.0,No,,,,,,,Month-to-month,0.0,Mailed check,20.8500003814697,60.6500015258789,0.0,,,,,,,,,,,,,,
3429-IFLEM,Female,0.0,0,0,71,1,0.0,DSL,1.0,1.0,1.0,1.0,1.0,0.0,Two year,0.0,Credit card (automatic),77.3499984741211,5550.10009765625,0.0,,,,,,,,,,,,,,
3158-MOERK,Female,0.0,0,0,2,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,1.0,1.0,Month-to-month,1.0,Electronic check,96.0,174.800003051758,1.0,,,,,,,,,,,,,,
7294-TMAOP,Female,0.0,0,0,1,1,0.0,Fiber optic,0.0,0.0,0.0,0.0,1.0,1.0,Month-to-month,0.0,Electronic check,90.5500030517578,90.5500030517578,1.0,,,,,,,,,,,,,,
5002-GCQFH,Male,0.0,1,0,49,1,1.0,Fiber optic,1.0,1.0,0.0,0.0,1.0,0.0,Month-to-month,1.0,Bank transfer (automatic),93.8499984741211,4733.10009765625,0.0,,,,,,,,,,,,,,
0556-FJEGU,Male,0.0,0,0,58,1,0.0,DSL,0.0,1.0,1.0,1.0,1.0,0.0,Two year,0.0,Bank transfer (automatic),70.0999984741211,4048.94995117188,0.0,,,,,,,,,,,,,,
8919-FYFQZ,Male,1.0,1,0,44,0,,DSL,0.0,1.0,0.0,0.0,0.0,0.0,Month-to-month,1.0,Electronic check,30.3500003814697,1359.69995117188,1.0,,,,,,,,,,,,,,
0604-THJFP,Female,0.0,1,1,59,1,0.0,DSL,0.0,1.0,0.0,1.0,1.0,1.0,Two year,1.0,Credit card (automatic),75.9499969482422,4542.35009765625,0.0,,,,,,,,,,,,,,
2834-JRTUA,Male,0.0,0,0,71,1,1.0,Fiber optic,1.0,0.0,1.0,1.0,1.0,1.0,Two year,1.0,Electronic check,108.050003051758,7532.14990234375,1.0,,,,,,,,,,,,,,
5875-YPQFJ,Male,0.0,0,0,1,1,0.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,1.0,Electronic check,69.9000015258789,69.9000015258789,1.0,,,,,,,,,,,,,,
5879-SESNB,Female,0.0,0,0,11,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,0.0,Electronic check,75.25,888.650024414063,0.0,,,,,,,,,,,,,,
6646-QVXLR,Male,1.0,1,0,62,1,1.0,Fiber optic,0.0,1.0,1.0,0.0,1.0,1.0,One year,1.0,Electronic check,103.75,6383.35009765625,1.0,,,,,,,,,,,,,,
6461-PPAXN,Female,0.0,1,1,35,1,0.0,DSL,1.0,0.0,0.0,1.0,0.0,0.0,One year,1.0,Bank transfer (automatic),54.9500007629395,1916.0,0.0,,,,,,,,,,,,,,
3318-ISQFQ,Female,0.0,0,0,20,1,0.0,No,,,,,,,Month-to-month,1.0,Bank transfer (automatic),19.5,413.0,0.0,,,,,,,,,,,,,,
1106-HRLKZ,Male,0.0,1,1,40,1,0.0,No,,,,,,,Two year,0.0,Mailed check,19.6000003814697,808.950012207031,0.0,,,,,,,,,,,,,,
2483-XSSMZ,Female,0.0,0,0,39,1,0.0,DSL,1.0,0.0,0.0,0.0,0.0,0.0,One year,1.0,Electronic check,47.8499984741211,1886.40002441406,0.0,,,,,,,,,,,,,,
8603-IJWDN,Male,0.0,0,0,1,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,1.0,Month-to-month,1.0,Electronic check,86.5999984741211,86.5999984741211,1.0,,,,,,,,,,,,,,
8165-ZJRNM,Female,0.0,1,1,72,1,1.0,No,,,,,,,Two year,0.0,Bank transfer (automatic),23.75,1679.25,0.0,,,,,,,,,,,,,,
9369-XFEHK,Female,1.0,1,0,33,1,1.0,Fiber optic,0.0,1.0,0.0,0.0,0.0,0.0,Month-to-month,1.0,Bank transfer (automatic),80.5999984741211,2656.5,1.0,,,,,,,,,,,,,,
2604-XVDAM,Female,0.0,0,0,12,1,0.0,DSL,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,0.0,Bank transfer (automatic),43.7999992370605,540.950012207031,0.0,,,,,,,,,,,,,,
3717-OFRTN,Male,0.0,0,0,1,1,0.0,No,,,,,,,Month-to-month,0.0,Bank transfer (automatic),19.75,19.75,0.0,,,,,,,,,,,,,,
9046-JBFWA,Male,0.0,0,1,27,1,0.0,No,,,,,,,Month-to-month,0.0,Mailed check,19.1499996185303,537.349975585938,0.0,,,,,,,,,,,,,,
3280-NMUVX,Male,0.0,1,1,34,1,0.0,No,,,,,,,One year,0.0,Credit card (automatic),19.6000003814697,678.799987792969,0.0,,,,,,,,,,,,,,
1206-EHBDD,Female,0.0,1,0,56,1,0.0,Fiber optic,1.0,0.0,1.0,0.0,0.0,0.0,Two year,0.0,Bank transfer (automatic),80.3000030517578,4513.64990234375,0.0,,,,,,,,,,,,,,
8361-LBRDI,Female,0.0,0,0,58,1,1.0,No,,,,,,,Two year,0.0,Credit card (automatic),24.3500003814697,1423.84997558594,0.0,,,,,,,,,,,,,,
4883-KCPZJ,Female,0.0,1,1,22,1,1.0,No,,,,,,,Two year,0.0,Credit card (automatic),25.25,555.400024414063,0.0,,,,,,,,,,,,,,
9108-EQPNQ,Female,0.0,1,1,10,1,1.0,No,,,,,,,Two year,0.0,Credit card (automatic),26.1000003814697,225.550003051758,0.0,,,,,,,,,,,,,,
7277-KAMWT,Male,0.0,0,0,13,1,0.0,No,,,,,,,Two year,0.0,Credit card (automatic),20.0,268.450012207031,0.0,,,,,,,,,,,,,,
3842-IYKUE,Female,0.0,0,0,35,1,1.0,Fiber optic,0.0,1.0,0.0,1.0,0.0,0.0,Month-to-month,0.0,Credit card (automatic),85.3000030517578,2917.5,1.0,,,,,,,,,,,,,,
6641-XRPSU,Female,0.0,0,0,34,1,0.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,1.0,Credit card (automatic),70.0,2416.10009765625,1.0,,,,,,,,,,,,,,
1374-DMZUI,Female,1.0,0,0,4,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,1.0,1.0,Month-to-month,1.0,Electronic check,94.3000030517578,424.450012207031,1.0,,,,,,,,,,,,,,
2545-LXYVJ,Male,0.0,1,0,72,1,0.0,No,,,,,,,Two year,0.0,Bank transfer (automatic),20.7000007629395,1492.09997558594,0.0,,,,,,,,,,,,,,
3234-VKACU,Male,0.0,0,0,2,1,0.0,DSL,0.0,0.0,0.0,1.0,1.0,1.0,Month-to-month,0.0,Electronic check,70.3000030517578,132.399993896484,0.0,,,,,,,,,,,,,,
8357-EQXFO,Female,0.0,0,0,7,1,0.0,Fiber optic,0.0,0.0,1.0,0.0,1.0,1.0,Month-to-month,1.0,Electronic check,95.3499984741211,660.900024414063,1.0,,,,,,,,,,,,,,
1989-PRJHP,Male,1.0,1,0,27,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,1.0,Electronic check,75.5,1893.94995117188,1.0,,,,,,,,,,,,,,
8120-JDCAM,Male,0.0,1,1,4,1,0.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,1.0,Mailed check,69.5500030517578,284.899993896484,0.0,,,,,,,,,,,,,,
8917-FAEMR,Female,0.0,0,0,37,1,0.0,No,,,,,,,Two year,0.0,Mailed check,19.8500003814697,784.25,0.0,,,,,,,,,,,,,,
7047-YXDMZ,Male,0.0,0,0,21,1,0.0,No,,,,,,,Month-to-month,0.0,Mailed check,20.0,417.700012207031,0.0,,,,,,,,,,,,,,
2858-EIMXH,Female,1.0,1,0,53,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,1.0,1.0,One year,1.0,Credit card (automatic),95.8499984741211,5016.25,0.0,,,,,,,,,,,,,,
9524-EGPJC,Female,0.0,0,0,18,1,1.0,Fiber optic,0.0,0.0,0.0,1.0,0.0,1.0,Month-to-month,1.0,Electronic check,90.0999984741211,1612.75,1.0,,,,,,,,,,,,,,
6993-OHLXR,Female,0.0,0,0,2,1,0.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,0.0,Electronic check,68.9499969482422,119.75,1.0,,,,,,,,,,,,,,
8818-XYFCQ,Male,0.0,1,1,32,1,1.0,Fiber optic,1.0,0.0,0.0,0.0,1.0,1.0,Month-to-month,1.0,Credit card (automatic),99.5500030517578,3204.64990234375,1.0,,,,,,,,,,,,,,
6419-ZTTLE,Male,1.0,1,0,23,1,0.0,No,,,,,,,One year,1.0,Electronic check,20.75,485.200012207031,0.0,,,,,,,,,,,,,,
0929-HYQEW,Male,0.0,0,0,3,1,0.0,DSL,1.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,1.0,Mailed check,50.1500015258789,160.850006103516,0.0,,,,,,,,,,,,,,
6614-YOLAC,Female,0.0,1,1,71,0,,DSL,1.0,1.0,0.0,1.0,1.0,1.0,Two year,0.0,Mailed check,58.6500015258789,4145.25,0.0,,,,,,,,,,,,,,
7426-RHZGU,Male,0.0,0,0,9,1,0.0,Fiber optic,0.0,0.0,0.0,1.0,1.0,1.0,Month-to-month,1.0,Bank transfer (automatic),95.9000015258789,827.450012207031,0.0,,,,,,,,,,,,,,
4065-JJAVA,Female,0.0,0,0,1,1,0.0,DSL,0.0,1.0,0.0,0.0,0.0,0.0,Month-to-month,0.0,Electronic check,49.5,49.5,0.0,,,,,,,,,,,,,,
4695-VADHF,Male,0.0,1,1,18,1,0.0,DSL,0.0,0.0,1.0,0.0,0.0,1.0,Month-to-month,0.0,Electronic check,57.4500007629395,990.849975585938,1.0,,,,,,,,,,,,,,
3863-IUBJR,Male,0.0,1,1,12,1,0.0,DSL,0.0,0.0,0.0,0.0,0.0,1.0,One year,0.0,Credit card (automatic),53.6500015258789,696.349975585938,1.0,,,,,,,,,,,,,,
7649-SIJJF,Male,0.0,1,0,71,1,1.0,DSL,1.0,1.0,1.0,1.0,0.0,1.0,Two year,1.0,Mailed check,80.0999984741211,5585.39990234375,0.0,,,,,,,,,,,,,,
9361-YNQWJ,Female,0.0,0,0,64,1,1.0,No,,,,,,,One year,1.0,Bank transfer (automatic),24.3999996185303,1601.19995117188,0.0,,,,,,,,,,,,,,
3748-FVMZZ,Male,0.0,0,0,4,0,,DSL,0.0,0.0,0.0,1.0,0.0,1.0,Month-to-month,1.0,Electronic check,40.0499992370605,162.449996948242,0.0,,,,,,,,,,,,,,
9391-TTOYH,Female,0.0,0,0,23,1,0.0,No,,,,,,,Month-to-month,1.0,Mailed check,19.5,470.200012207031,0.0,,,,,,,,,,,,,,
1452-XRSJV,Female,0.0,1,1,39,1,0.0,DSL,1.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,0.0,Credit card (automatic),51.0499992370605,2066.0,0.0,,,,,,,,,,,,,,
3422-WJOYD,Male,0.0,1,0,28,1,0.0,DSL,1.0,0.0,0.0,1.0,0.0,0.0,One year,0.0,Mailed check,54.3499984741211,1426.44995117188,0.0,,,,,,,,,,,,,,
8242-SOQUO,Female,1.0,0,0,5,1,0.0,Fiber optic,0.0,1.0,0.0,0.0,1.0,0.0,Month-to-month,1.0,Electronic check,84.6999969482422,392.5,0.0,,,,,,,,,,,,,,
7460-ITWWP,Female,1.0,1,0,45,1,0.0,Fiber optic,0.0,0.0,1.0,0.0,0.0,1.0,Month-to-month,1.0,Electronic check,86.0999984741211,3861.44995117188,0.0,,,,,,,,,,,,,,
7147-AYBAA,Male,0.0,0,0,37,1,0.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,1.0,Mailed check,70.3499984741211,2552.89990234375,0.0,,,,,,,,,,,,,,
7868-TMWMZ,Female,1.0,1,0,60,1,0.0,Fiber optic,1.0,1.0,1.0,1.0,1.0,1.0,Two year,1.0,Bank transfer (automatic),110.0,6668.35009765625,0.0,,,,,,,,,,,,,,
4822-RVYBB,Male,1.0,0,0,8,1,1.0,Fiber optic,0.0,0.0,1.0,0.0,1.0,1.0,Month-to-month,1.0,Electronic check,100.599998474121,819.400024414063,1.0,,,,,,,,,,,,,,
6732-FZUGP,Female,0.0,0,0,47,1,1.0,Fiber optic,1.0,0.0,1.0,0.0,1.0,0.0,One year,0.0,Credit card (automatic),94.9000015258789,4615.25,0.0,,,,,,,,,,,,,,
8436-BJUMM,Male,0.0,1,1,26,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,1.0,0.0,Month-to-month,1.0,Electronic check,83.75,2070.60009765625,1.0,,,,,,,,,,,,,,
4184-TJFAN,Female,1.0,1,1,3,1,0.0,Fiber optic,1.0,0.0,0.0,1.0,1.0,0.0,Month-to-month,1.0,Mailed check,88.3000030517578,273.75,1.0,,,,,,,,,,,,,,
8329-GWVPJ,Female,0.0,1,1,50,1,0.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,1.0,Bank transfer (automatic),69.75,3557.69995117188,0.0,,,,,,,,,,,,,,
1352-VHKAJ,Male,0.0,1,1,27,1,1.0,DSL,0.0,0.0,0.0,1.0,1.0,1.0,Month-to-month,0.0,Bank transfer (automatic),71.5999984741211,1957.09997558594,0.0,,,,,,,,,,,,,,
4145-UQXUQ,Female,1.0,0,0,8,1,0.0,Fiber optic,0.0,0.0,1.0,0.0,1.0,1.0,Month-to-month,1.0,Electronic check,92.0999984741211,729.950012207031,1.0,,,,,,,,,,,,,,
2632-TACXW,Female,0.0,1,0,62,1,1.0,No,,,,,,,Two year,0.0,Bank transfer (automatic),23.6499996185303,1416.75,0.0,,,,,,,,,,,,,,
8146-QQKZH,Female,0.0,1,0,71,1,0.0,DSL,1.0,0.0,1.0,1.0,1.0,1.0,Two year,0.0,Bank transfer (automatic),81.8499984741211,5924.39990234375,0.0,,,,,,,,,,,,,,
1767-CJKBA,Male,0.0,0,0,66,1,1.0,No,,,,,,,Two year,0.0,Mailed check,25.1000003814697,1697.69995117188,0.0,,,,,,,,,,,,,,
6445-TNRXS,Male,0.0,1,1,68,1,1.0,Fiber optic,1.0,1.0,1.0,1.0,1.0,1.0,Two year,1.0,Bank transfer (automatic),114.699996948242,7849.85009765625,0.0,,,,,,,,,,,,,,
4581-LNWUM,Female,0.0,0,0,13,0,,DSL,0.0,0.0,1.0,0.0,1.0,1.0,Month-to-month,0.0,Electronic check,49.1500015258789,649.400024414063,0.0,,,,,,,,,,,,,,
4869-EPIUS,Male,0.0,1,0,56,1,0.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,1.0,One year,1.0,Electronic check,80.9000015258789,4557.5,0.0,,,,,,,,,,,,,,
9948-YPTDG,Male,0.0,1,0,38,1,0.0,Fiber optic,1.0,1.0,0.0,0.0,0.0,0.0,Month-to-month,1.0,Electronic check,79.4499969482422,3013.05004882813,1.0,,,,,,,,,,,,,,
1236-WFCDV,Male,1.0,0,0,14,1,0.0,Fiber optic,0.0,0.0,0.0,0.0,1.0,1.0,Month-to-month,0.0,Credit card (automatic),90.4499969482422,1266.09997558594,1.0,,,,,,,,,,,,,,
1915-OAKWD,Female,0.0,0,1,16,1,0.0,No,,,,,,,One year,1.0,Bank transfer (automatic),19.2999992370605,360.350006103516,0.0,,,,,,,,,,,,,,
7296-PIXQY,Female,0.0,1,1,14,1,0.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,0.0,Electronic check,70.1999969482422,1046.5,0.0,,,,,,,,,,,,,,
4883-QICIH,Male,0.0,1,1,32,1,0.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,1.0,Bank transfer (automatic),69.75,2347.89990234375,1.0,,,,,,,,,,,,,,
3354-OADJP,Female,0.0,0,0,8,1,0.0,DSL,1.0,0.0,0.0,1.0,0.0,0.0,One year,0.0,Bank transfer (automatic),54.25,447.75,0.0,,,,,,,,,,,,,,
3524-WQDSG,Female,0.0,1,1,43,1,1.0,Fiber optic,0.0,0.0,1.0,0.0,1.0,1.0,Month-to-month,1.0,Bank transfer (automatic),99.3000030517578,4209.9501953125,0.0,,,,,,,,,,,,,,
0810-DHDBD,Female,0.0,0,0,52,1,1.0,DSL,1.0,0.0,1.0,1.0,1.0,0.0,One year,0.0,Credit card (automatic),74.0,3877.64990234375,0.0,,,,,,,,,,,,,,
4026-SKKHW,Male,0.0,0,0,3,1,0.0,DSL,0.0,0.0,0.0,1.0,0.0,0.0,Month-to-month,1.0,Mailed check,50.25,152.300003051758,0.0,,,,,,,,,,,,,,
2829-HYVZP,Male,0.0,0,0,29,1,0.0,No,,,,,,,One year,1.0,Mailed check,19.7999992370605,572.200012207031,0.0,,,,,,,,,,,,,,
8329-IBCTI,Female,0.0,0,0,1,1,0.0,No,,,,,,,Month-to-month,0.0,Mailed check,19.6499996185303,19.6499996185303,1.0,,,,,,,,,,,,,,
1271-SJBGZ,Male,1.0,0,0,12,0,,DSL,0.0,0.0,1.0,1.0,0.0,1.0,Month-to-month,1.0,Electronic check,43.6500015258789,526.950012207031,1.0,,,,,,,,,,,,,,
3845-JHAMY,Female,0.0,1,1,16,0,,DSL,0.0,0.0,0.0,0.0,0.0,1.0,Month-to-month,1.0,Credit card (automatic),35.5,552.700012207031,0.0,,,,,,,,,,,,,,
7013-PSXHK,Female,0.0,0,0,40,1,1.0,DSL,0.0,0.0,1.0,1.0,1.0,1.0,One year,1.0,Mailed check,80.75,3208.64990234375,0.0,,,,,,,,,,,,,,
5669-SRAIP,Female,0.0,0,0,5,0,,DSL,0.0,0.0,1.0,0.0,0.0,1.0,Month-to-month,0.0,Electronic check,39.5,210.75,1.0,,,,,,,,,,,,,,
5981-ITEMU,Male,0.0,1,0,40,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,1.0,1.0,Month-to-month,1.0,Bank transfer (automatic),97.0999984741211,3706.94995117188,1.0,,,,,,,,,,,,,,
3486-NPGST,Female,0.0,0,0,36,1,0.0,No,,,,,,,One year,0.0,Mailed check,19.5499992370605,620.75,0.0,,,,,,,,,,,,,,
6941-PMGEP,Female,0.0,0,0,5,1,0.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,1.0,Month-to-month,1.0,Electronic check,80.0,412.5,1.0,,,,,,,,,,,,,,
1624-WOIWJ,Female,0.0,0,0,10,1,0.0,Fiber optic,1.0,0.0,0.0,0.0,1.0,0.0,Month-to-month,1.0,Mailed check,84.6999969482422,832.049987792969,1.0,,,,,,,,,,,,,,
2074-GKOWZ,Male,0.0,1,1,2,1,0.0,Fiber optic,0.0,0.0,0.0,0.0,1.0,1.0,Month-to-month,1.0,Bank transfer (automatic),89.5500030517578,185.550003051758,1.0,,,,,,,,,,,,,,
0376-YMCJC,Male,0.0,0,0,23,1,1.0,Fiber optic,0.0,0.0,0.0,1.0,1.0,0.0,Month-to-month,1.0,Electronic check,90.5999984741211,1943.19995117188,1.0,,,,,,,,,,,,,,
6100-FJZDG,Male,0.0,1,1,26,1,0.0,No,,,,,,,One year,1.0,Bank transfer (automatic),20.0499992370605,505.899993896484,0.0,,,,,,,,,,,,,,
4829-ZLJTK,Female,1.0,1,0,72,1,1.0,Fiber optic,1.0,1.0,1.0,0.0,1.0,1.0,Two year,1.0,Electronic check,112.400001525879,8046.85009765625,0.0,,,,,,,,,,,,,,
1730-VFMWO,Female,0.0,1,0,34,1,0.0,DSL,0.0,0.0,0.0,1.0,0.0,0.0,Month-to-month,0.0,Bank transfer (automatic),50.2000007629395,1815.30004882813,0.0,,,,,,,,,,,,,,
7143-BQIBA,Male,0.0,0,0,10,1,0.0,DSL,1.0,0.0,0.0,1.0,1.0,0.0,Month-to-month,0.0,Bank transfer (automatic),62.25,612.950012207031,0.0,,,,,,,,,,,,,,
3800-LYTRK,Female,0.0,0,0,14,1,0.0,DSL,1.0,0.0,0.0,1.0,0.0,0.0,One year,0.0,Mailed check,55.7000007629395,795.150024414063,0.0,,,,,,,,,,,,,,
0634-SZPQA,Female,0.0,0,0,23,1,1.0,Fiber optic,1.0,0.0,0.0,0.0,1.0,0.0,Month-to-month,1.0,Bank transfer (automatic),90.0500030517578,2169.80004882813,1.0,,,,,,,,,,,,,,
9646-NMHXE,Male,0.0,1,0,47,1,0.0,No,,,,,,,Two year,0.0,Mailed check,19.6499996185303,973.099975585938,0.0,,,,,,,,,,,,,,
7030-NJVDP,Male,0.0,1,0,24,1,0.0,Fiber optic,1.0,0.0,0.0,1.0,0.0,1.0,Month-to-month,1.0,Electronic check,89.25,2210.19995117188,0.0,,,,,,,,,,,,,,
5536-RTPWK,Male,0.0,1,0,49,1,1.0,Fiber optic,0.0,1.0,0.0,0.0,1.0,1.0,Month-to-month,1.0,Bank transfer (automatic),99.0500030517578,4853.75,1.0,,,,,,,,,,,,,,
8883-GRDWQ,Male,1.0,0,0,20,1,0.0,DSL,1.0,0.0,0.0,1.0,0.0,0.0,One year,0.0,Mailed check,54.0,1055.90002441406,0.0,,,,,,,,,,,,,,
6166-ILMNY,Female,0.0,0,0,2,1,0.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,0.0,Bank transfer (automatic),69.75,144.550003051758,1.0,,,,,,,,,,,,,,
3097-NNSPB,Female,0.0,0,0,2,1,0.0,DSL,0.0,1.0,0.0,0.0,0.0,0.0,Month-to-month,1.0,Credit card (automatic),49.0499992370605,91.0999984741211,1.0,,,,,,,,,,,,,,
7771-ZONAT,Male,0.0,0,0,22,0,,DSL,0.0,0.0,1.0,1.0,1.0,1.0,Two year,0.0,Bank transfer (automatic),56.75,1304.84997558594,0.0,,,,,,,,,,,,,,
0655-RBDUG,Male,0.0,0,0,7,1,1.0,Fiber optic,0.0,0.0,1.0,0.0,1.0,1.0,Month-to-month,1.0,Bank transfer (automatic),98.0500030517578,713.0,1.0,,,,,,,,,,,,,,
2111-DWYHN,Male,0.0,0,0,1,1,0.0,No,,,,,,,Month-to-month,0.0,Mailed check,21.1000003814697,21.1000003814697,0.0,,,,,,,,,,,,,,
4194-WHFCB,Female,0.0,1,1,59,1,1.0,Fiber optic,0.0,1.0,0.0,1.0,0.0,1.0,Month-to-month,1.0,Bank transfer (automatic),96.6500015258789,5580.7998046875,0.0,,,,,,,,,,,,,,
4121-AGSIN,Female,0.0,1,1,58,1,1.0,No,,,,,,,One year,1.0,Credit card (automatic),24.5,1497.90002441406,0.0,,,,,,,,,,,,,,
4361-BKAXE,Female,0.0,0,0,41,1,1.0,Fiber optic,1.0,1.0,1.0,1.0,1.0,1.0,Month-to-month,1.0,Bank transfer (automatic),114.5,4527.4501953125,1.0,,,,,,,,,,,,,,
9845-PEEKO,Female,1.0,0,0,59,1,1.0,Fiber optic,0.0,1.0,0.0,0.0,0.0,0.0,Two year,1.0,Credit card (automatic),79.1999969482422,4590.35009765625,0.0,,,,,,,,,,,,,,
